CustomerID,Recency,Frequency,Monetary,F_Rank,R_Score,F_Score,M_Score,Segment
15303.0,290,1,574.02,744.0,1,1,3,Dormant
15304.0,61,8,694.4000000000001,3833.0,3,5,3,At-Risk
15306.0,64,3,1174.35,2569.0,3,3,4,At-Risk
15307.0,96,1,205.3,745.0,2,1,1,At-Risk
15308.0,274,1,310.47,746.0,1,1,2,Dormant
15311.0,1,91,60632.75,4331.0,5,5,5,High Value
15312.0,75,4,924.85,3044.0,2,4,4,At-Risk
15313.0,110,1,52.0,747.0,2,1,1,At-Risk
15314.0,199,1,327.97,748.0,1,1,2,Dormant
15315.0,64,2,570.5,1937.0,3,3,3,At-Risk
15316.0,327,1,165.0,749.0,1,1,1,Dormant
15318.0,4,1,312.62,750.0,5,1,2,At-Risk
15319.0,284,1,204.5,751.0,1,1,1,Dormant
15320.0,44,1,267.13,752.0,3,1,2,At-Risk
15321.0,71,3,2748.31,2570.0,3,3,5,At-Risk
15322.0,86,1,679.68,753.0,2,1,3,At-Risk
15325.0,104,1,161.74,754.0,2,1,1,At-Risk
15326.0,334,1,311.71,755.0,1,1,2,Dormant
15327.0,53,1,208.75,756.0,3,1,1,At-Risk
15329.0,39,3,1049.7,2571.0,3,3,4,At-Risk
15330.0,32,2,714.96,1938.0,4,3,3,At-Risk
15332.0,366,4,1661.06,3045.0,1,4,4,At-Risk
15333.0,208,1,1028.56,757.0,1,1,4,Dormant
15334.0,157,3,347.87,2572.0,2,3,2,At-Risk
15335.0,54,1,170.22,758.0,3,1,1,At-Risk
15339.0,66,2,574.07,1939.0,3,3,3,At-Risk
15341.0,81,1,2020.52,759.0,2,1,4,At-Risk
15342.0,130,1,406.09,760.0,2,1,2,At-Risk
15343.0,87,1,364.5,761.0,2,1,2,At-Risk
15344.0,1,3,563.94,2573.0,5,3,3,At-Risk
15345.0,46,1,393.54,762.0,3,1,2,At-Risk
15346.0,333,1,252.42000000000002,763.0,1,1,2,Dormant
15347.0,366,1,201.60000000000002,764.0,1,1,1,Dormant
15348.0,72,1,158.04,765.0,3,1,1,At-Risk
15349.0,158,2,463.90999999999997,1940.0,2,3,2,At-Risk
15350.0,373,1,115.65,766.0,1,1,1,Dormant
15351.0,12,7,1934.66,3702.0,5,5,4,High Value
15353.0,255,2,770.12,1941.0,1,3,3,At-Risk
15355.0,29,2,277.05,1942.0,4,3,2,At-Risk
15356.0,31,10,2718.03,3975.0,4,5,5,Loyal
15358.0,5,22,8347.2,4254.0,5,5,5,High Value
15360.0,40,1,427.93,767.0,3,1,2,At-Risk
15361.0,362,1,418.92,768.0,1,1,2,Dormant
15363.0,373,1,326.0,769.0,1,1,2,Dormant
15364.0,96,2,913.19,1943.0,2,3,3,At-Risk
15365.0,26,7,2314.32,3703.0,4,5,5,Loyal
15366.0,75,2,602.51,1944.0,2,3,3,At-Risk
15367.0,57,4,1877.59,3046.0,3,4,4,At-Risk
15368.0,21,1,446.94000000000005,770.0,4,1,2,At-Risk
15370.0,41,7,2386.05,3704.0,3,5,5,At-Risk
15372.0,137,1,2007.3999999999999,771.0,2,1,4,At-Risk
15373.0,8,12,2415.91,4081.0,5,5,5,High Value
15374.0,129,1,168.0,772.0,2,1,1,At-Risk
15376.0,40,3,1221.56,2574.0,3,3,4,At-Risk
15379.0,169,7,3703.29,3705.0,2,5,5,At-Risk
15380.0,9,5,1690.2600000000002,3360.0,5,4,4,Loyal
15381.0,214,2,596.85,1945.0,1,3,3,At-Risk
15382.0,15,6,5955.71,3562.0,4,5,5,Loyal
15384.0,170,2,642.41,1946.0,2,3,3,At-Risk
15385.0,40,1,316.88,773.0,3,1,2,At-Risk
15386.0,186,1,394.14,774.0,1,1,2,Dormant
15388.0,270,1,140.54,775.0,1,1,1,Dormant
15389.0,172,1,500.0,776.0,2,1,3,At-Risk
15392.0,5,4,1535.53,3047.0,5,4,4,Loyal
15393.0,16,2,231.86,1947.0,4,3,1,At-Risk
15394.0,10,4,2183.54,3048.0,5,4,5,Loyal
15395.0,326,1,107.45,777.0,1,1,1,Dormant
15396.0,113,1,288.18,778.0,2,1,2,At-Risk
15397.0,290,1,94.0,779.0,1,1,1,Dormant
15398.0,16,2,1345.53,1948.0,4,3,4,At-Risk
15399.0,1,3,815.77,2575.0,5,3,3,At-Risk
15400.0,92,5,716.2,3361.0,2,4,3,At-Risk
15402.0,149,2,626.35,1949.0,2,3,3,At-Risk
15405.0,189,1,349.1,780.0,1,1,2,Dormant
15406.0,31,2,510.71000000000004,1950.0,4,3,3,At-Risk
15407.0,34,4,1046.74,3049.0,3,4,4,At-Risk
15408.0,264,1,267.18,781.0,1,1,2,Dormant
15410.0,84,8,3450.84,3834.0,2,5,5,At-Risk
15411.0,26,4,1348.93,3050.0,4,4,4,Loyal
15412.0,171,1,190.53,782.0,2,1,1,At-Risk
15414.0,10,3,774.9000000000001,2576.0,5,3,3,At-Risk
15415.0,313,1,559.61,783.0,1,1,3,Dormant
15416.0,65,4,3984.32,3051.0,3,4,5,At-Risk
15417.0,85,1,508.8,784.0,2,1,3,At-Risk
15419.0,25,1,135.86,785.0,4,1,1,At-Risk
15421.0,59,4,950.36,3052.0,3,4,4,At-Risk
15422.0,323,2,97.7,1951.0,1,3,1,At-Risk
15423.0,38,1,43.5,786.0,3,1,1,At-Risk
15424.0,254,2,383.34,1952.0,1,3,2,At-Risk
15426.0,19,5,1404.07,3362.0,4,4,4,Loyal
15427.0,33,3,1430.54,2577.0,4,3,4,At-Risk
15428.0,15,1,93.78,787.0,4,1,1,At-Risk
15429.0,27,2,397.35,1953.0,4,3,2,At-Risk
15432.0,23,1,171.19,788.0,4,1,1,At-Risk
15433.0,214,2,533.3,1954.0,1,3,3,At-Risk
15434.0,8,5,1041.48,3363.0,5,4,4,Loyal
15435.0,22,1,149.29,789.0,4,1,1,At-Risk
15436.0,12,3,1067.75,2578.0,5,3,4,At-Risk
15437.0,262,1,200.16,790.0,1,1,1,Dormant
15438.0,131,1,156.57999999999998,791.0,2,1,1,At-Risk
15440.0,55,3,383.68,2579.0,3,3,2,At-Risk
15442.0,249,1,594.0,792.0,1,1,3,Dormant
15443.0,2,7,3213.59,3706.0,5,5,5,High Value
15444.0,9,2,1411.21,1955.0,5,3,4,At-Risk
15445.0,264,1,113.5,793.0,1,1,1,Dormant
15447.0,331,1,155.17,794.0,1,1,1,Dormant
15448.0,313,1,494.64,795.0,1,1,3,Dormant
15449.0,26,3,974.52,2580.0,4,3,4,At-Risk
15450.0,30,1,429.84,796.0,4,1,2,At-Risk
15452.0,30,3,528.48,2581.0,4,3,3,At-Risk
15453.0,2,7,1371.77,3707.0,5,5,4,High Value
15454.0,362,1,179.1,797.0,1,1,1,Dormant
15456.0,283,3,434.59000000000003,2582.0,1,3,2,At-Risk
15457.0,262,1,237.07,798.0,1,1,1,Dormant
15458.0,25,1,161.64,799.0,4,1,1,At-Risk
15460.0,354,1,214.26,800.0,1,1,1,Dormant
15462.0,94,3,234.6,2583.0,2,3,1,At-Risk
15463.0,29,1,126.14,801.0,4,1,1,At-Risk
15464.0,338,1,1044.65,802.0,1,1,4,Dormant
15465.0,20,18,7354.62,4214.0,4,5,5,Loyal
15466.0,85,1,334.53,803.0,2,1,2,At-Risk
15467.0,9,3,524.88,2584.0,5,3,3,At-Risk
15468.0,51,2,467.51,1956.0,3,3,2,At-Risk
15469.0,50,2,538.55,1957.0,3,3,3,At-Risk
15471.0,2,1,454.48,804.0,5,1,2,At-Risk
15472.0,113,1,371.56,805.0,2,1,2,At-Risk
15473.0,14,7,1771.2,3708.0,5,5,4,High Value
15475.0,77,1,454.10999999999996,806.0,2,1,2,At-Risk
15478.0,40,2,1399.92,1958.0,3,3,4,At-Risk
15480.0,116,1,905.5,807.0,2,1,3,At-Risk
15482.0,16,11,10839.76,4035.0,4,5,5,Loyal
15483.0,161,4,225.26,3053.0,2,4,1,At-Risk
15484.0,1,4,3590.41,3054.0,5,4,5,Loyal
15485.0,30,3,2564.5,2585.0,4,3,5,At-Risk
15488.0,93,1,91.32000000000001,808.0,2,1,1,At-Risk
15489.0,23,3,1134.28,2586.0,4,3,4,At-Risk
15491.0,95,6,3100.09,3563.0,2,5,5,At-Risk
15492.0,28,2,659.4599999999999,1959.0,4,3,3,At-Risk
15493.0,33,5,1953.41,3364.0,4,4,4,Loyal
15494.0,21,2,1280.58,1960.0,4,3,4,At-Risk
15497.0,18,2,1262.2,1961.0,4,3,4,At-Risk
15498.0,3,27,13316.4,4281.0,5,5,5,High Value
15500.0,8,4,1131.56,3055.0,5,4,4,Loyal
15502.0,16,10,6923.98,3976.0,4,5,5,Loyal
15503.0,363,1,141.04,809.0,1,1,1,Dormant
15504.0,81,1,52.83,810.0,2,1,1,At-Risk
15505.0,53,5,3610.96,3365.0,3,4,5,At-Risk
15506.0,23,3,972.08,2587.0,4,3,4,At-Risk
15507.0,172,1,475.86,811.0,2,1,2,At-Risk
15508.0,189,6,1000.27,3564.0,1,5,4,At-Risk
15510.0,331,1,250.0,812.0,1,1,2,Dormant
15511.0,12,5,900.53,3366.0,5,4,3,Loyal
15512.0,156,2,121.0,1962.0,2,3,1,At-Risk
15513.0,33,19,14758.220000000001,4221.0,4,5,5,Loyal
15514.0,12,11,4023.7200000000003,4036.0,5,5,5,High Value
15516.0,45,3,62.43,2588.0,3,3,1,At-Risk
15517.0,233,1,267.03,813.0,1,1,2,Dormant
15518.0,64,8,1921.55,3835.0,3,5,4,At-Risk
15520.0,2,1,343.5,814.0,5,1,2,At-Risk
15521.0,40,8,3000.2,3836.0,3,5,5,At-Risk
15522.0,33,2,397.99,1963.0,4,3,2,At-Risk
15523.0,84,1,412.01000000000005,815.0,2,1,2,At-Risk
15524.0,25,1,440.0,816.0,4,1,2,At-Risk
15525.0,2,3,731.87,2589.0,5,3,3,At-Risk
15526.0,33,2,148.44,1964.0,4,3,1,At-Risk
15527.0,19,8,2428.53,3837.0,4,5,5,Loyal
15528.0,254,1,229.33,817.0,1,1,1,Dormant
15529.0,23,11,3960.05,4037.0,4,5,5,Loyal
15530.0,22,4,1497.31,3056.0,4,4,4,Loyal
15531.0,8,2,1972.39,1965.0,5,3,4,At-Risk
15532.0,25,4,1554.83,3057.0,4,4,4,Loyal
15533.0,19,3,807.57,2590.0,4,3,3,At-Risk
15535.0,173,4,502.9,3058.0,2,4,3,At-Risk
15537.0,163,1,110.92,818.0,2,1,1,At-Risk
15539.0,7,1,538.46,819.0,5,1,3,At-Risk
15540.0,11,1,213.3,820.0,5,1,1,At-Risk
15541.0,114,1,85.13000000000001,821.0,2,1,1,At-Risk
15543.0,288,1,127.86,822.0,1,1,1,Dormant
15544.0,9,9,3546.71,3922.0,5,5,5,High Value
15545.0,54,2,288.96999999999997,1966.0,3,3,2,At-Risk
15547.0,7,14,4910.6,4137.0,5,5,5,High Value
15549.0,77,3,1677.71,2591.0,2,3,4,At-Risk
15550.0,4,4,575.63,3059.0,5,4,3,Loyal
15551.0,37,1,436.06,823.0,3,1,2,At-Risk
15552.0,217,1,90.12,824.0,1,1,1,Dormant
15553.0,60,1,428.93,825.0,3,1,2,At-Risk
15554.0,278,1,217.2,826.0,1,1,1,Dormant
15555.0,12,16,4791.87,4179.0,5,5,5,High Value
15556.0,24,1,279.77,827.0,4,1,2,At-Risk
15557.0,29,1,468.91,828.0,4,1,2,At-Risk
15561.0,12,4,800.59,3060.0,5,4,3,Loyal
15562.0,352,1,134.55,829.0,1,1,1,Dormant
15563.0,22,3,1361.44,2592.0,4,3,4,At-Risk
15565.0,50,2,173.16,1967.0,3,3,1,At-Risk
15567.0,19,1,186.01,830.0,4,1,1,At-Risk
15568.0,3,3,758.29,2593.0,5,3,3,At-Risk
15569.0,104,5,1375.71,3367.0,2,4,4,At-Risk
15570.0,7,12,4148.82,4082.0,5,5,5,High Value
15571.0,12,4,650.4300000000001,3061.0,5,4,3,Loyal
15572.0,5,7,2533.42,3709.0,5,5,5,High Value
15573.0,32,2,583.24,1968.0,4,3,3,At-Risk
15574.0,178,4,675.64,3062.0,2,4,3,At-Risk
15576.0,38,1,921.37,831.0,3,1,3,At-Risk
15577.0,151,3,258.88,2594.0,2,3,2,At-Risk
15578.0,162,1,127.1,832.0,2,1,1,At-Risk
15579.0,69,2,327.6,1969.0,3,3,2,At-Risk
15581.0,156,10,717.4300000000001,3977.0,2,5,3,At-Risk
15582.0,25,3,682.9100000000001,2595.0,4,3,3,At-Risk
15584.0,24,4,720.86,3063.0,4,4,3,Loyal
15585.0,177,1,455.3,833.0,2,1,2,At-Risk
15587.0,50,4,913.6800000000001,3064.0,3,4,3,At-Risk
15589.0,256,3,478.53000000000003,2596.0,1,3,2,At-Risk
15592.0,47,1,388.58,834.0,3,1,2,At-Risk
15593.0,71,1,199.8,835.0,3,1,1,At-Risk
15594.0,16,5,1771.78,3368.0,4,4,4,Loyal
15596.0,101,5,1406.59,3369.0,2,4,4,At-Risk
15597.0,35,1,324.57,836.0,3,1,2,At-Risk
15598.0,53,1,240.68,837.0,3,1,1,At-Risk
15599.0,27,2,761.74,1970.0,4,3,3,At-Risk
15601.0,11,14,6776.56,4138.0,5,5,5,High Value
15602.0,8,9,1297.8700000000001,3923.0,5,5,4,High Value
15603.0,79,1,48.480000000000004,838.0,2,1,1,At-Risk
15604.0,52,1,216.39,839.0,3,1,1,At-Risk
15605.0,36,5,1198.23,3370.0,3,4,4,At-Risk
15606.0,61,9,2920.16,3924.0,3,5,5,At-Risk
15607.0,337,1,104.76,840.0,1,1,1,Dormant
15608.0,28,4,1093.68,3065.0,4,4,4,Loyal
15609.0,184,1,298.48,841.0,1,1,2,Dormant
15610.0,52,1,112.46000000000001,842.0,3,1,1,At-Risk
15611.0,10,11,1570.45,4038.0,5,5,4,High Value
15612.0,36,2,195.15,1971.0,3,3,1,At-Risk
15615.0,10,23,10399.74,4260.0,5,5,5,High Value
15618.0,33,4,776.85,3066.0,4,4,3,Loyal
15619.0,11,1,336.40000000000003,843.0,5,1,2,At-Risk
15620.0,57,3,1553.18,2597.0,3,3,4,At-Risk
15621.0,4,4,1293.03,3067.0,5,4,4,Loyal
15622.0,43,9,3709.56,3925.0,3,5,5,At-Risk
15623.0,141,1,301.03,844.0,2,1,2,At-Risk
15624.0,117,4,588.13,3068.0,2,4,3,At-Risk
15625.0,104,4,1534.26,3069.0,2,4,4,At-Risk
15626.0,75,2,675.8,1972.0,2,3,3,At-Risk
15628.0,5,9,2870.2400000000002,3926.0,5,5,5,High Value
15630.0,45,2,1186.35,1973.0,3,3,4,At-Risk
15632.0,16,8,3285.31,3838.0,4,5,5,Loyal
15634.0,17,1,243.55,845.0,4,1,1,At-Risk
15636.0,90,2,724.76,1974.0,2,3,3,At-Risk
15637.0,53,1,223.36,846.0,3,1,1,At-Risk
15639.0,134,1,425.32,847.0,2,1,2,At-Risk
15640.0,4,15,12416.11,4166.0,5,5,5,High Value
15641.0,105,4,1887.2,3070.0,2,4,4,At-Risk
15643.0,192,3,664.0,2598.0,1,3,3,At-Risk
15644.0,166,4,803.54,3071.0,2,4,3,At-Risk
15645.0,19,1,611.59,848.0,4,1,3,At-Risk
15646.0,158,3,447.64000000000004,2599.0,2,3,2,At-Risk
15648.0,204,2,639.5,1975.0,1,3,3,At-Risk
15649.0,336,2,816.0,1976.0,1,3,3,At-Risk
15651.0,37,3,646.3,2600.0,3,3,3,At-Risk
15652.0,91,1,337.74,849.0,2,1,2,At-Risk
15653.0,93,2,877.4399999999999,1977.0,2,3,3,At-Risk
15654.0,9,2,922.53,1978.0,5,3,4,At-Risk
15655.0,243,1,560.67,850.0,1,1,3,Dormant
15656.0,45,4,748.5,3072.0,3,4,3,At-Risk
15657.0,23,1,30.0,851.0,4,1,1,At-Risk
15658.0,190,5,1024.1000000000001,3371.0,1,4,4,At-Risk
15659.0,44,1,306.45,852.0,3,1,2,At-Risk
15660.0,25,9,1600.86,3927.0,4,5,4,Loyal
15661.0,317,2,309.8,1979.0,1,3,2,At-Risk
15663.0,106,1,138.14,853.0,2,1,1,At-Risk
15664.0,51,1,386.43,854.0,3,1,2,At-Risk
15665.0,168,2,2222.21,1980.0,2,3,5,At-Risk
15667.0,40,1,301.32,855.0,3,1,2,At-Risk
15668.0,218,1,76.32000000000001,856.0,1,1,1,Dormant
15669.0,40,4,684.34,3073.0,3,4,3,At-Risk
15670.0,297,1,173.05,857.0,1,1,1,Dormant
15671.0,19,7,2657.13,3710.0,4,5,5,Loyal
15673.0,88,4,2726.23,3074.0,2,4,5,At-Risk
15674.0,73,4,2111.89,3075.0,2,4,5,At-Risk
15675.0,81,3,323.69,2601.0,2,3,2,At-Risk
15676.0,19,3,3435.76,2602.0,4,4,5,Loyal
15677.0,49,1,657.23,858.0,3,1,3,At-Risk
15678.0,53,1,352.7,859.0,3,1,2,At-Risk
15679.0,24,4,781.28,3076.0,4,4,3,Loyal
15680.0,9,3,1333.68,2603.0,5,4,4,Loyal
15681.0,25,5,1426.16,3372.0,4,4,4,Loyal
15683.0,117,1,193.75,860.0,2,1,1,At-Risk
15687.0,9,9,2993.1,3928.0,5,5,5,High Value
15689.0,120,2,254.1,1981.0,2,3,2,At-Risk
15690.0,4,2,239.76,1982.0,5,3,1,At-Risk
15691.0,252,1,136.8,861.0,1,1,1,Dormant
15692.0,28,1,191.04,862.0,4,1,1,At-Risk
15694.0,1,13,6464.4,4116.0,5,5,5,High Value
15695.0,267,2,409.98,1983.0,1,3,2,At-Risk
15696.0,33,8,2711.11,3839.0,4,5,5,Loyal
15699.0,18,1,309.65,863.0,4,1,2,At-Risk
15700.0,172,2,696.68,1984.0,2,3,3,At-Risk
15701.0,2,4,1529.0,3077.0,5,4,4,Loyal
15703.0,265,1,211.5,864.0,1,1,1,Dormant
15704.0,140,4,2293.62,3078.0,2,4,5,At-Risk
15705.0,201,1,143.1,865.0,1,1,1,Dormant
15706.0,64,4,1060.56,3079.0,3,4,4,At-Risk
15707.0,35,4,916.98,3080.0,3,4,3,At-Risk
15708.0,41,7,3235.25,3711.0,3,5,5,At-Risk
15709.0,284,1,133.25,866.0,1,1,1,Dormant
15712.0,9,5,1072.3600000000001,3373.0,5,4,4,Loyal
15713.0,143,2,356.7,1985.0,2,3,2,At-Risk
15714.0,12,2,330.03000000000003,1986.0,5,3,2,At-Risk
15716.0,146,4,1101.1100000000001,3081.0,2,4,4,At-Risk
15717.0,234,1,150.3,867.0,1,1,1,Dormant
15719.0,33,13,5028.42,4117.0,4,5,5,Loyal
15720.0,24,1,598.73,868.0,4,2,3,At-Risk
15721.0,12,1,471.40000000000003,869.0,5,2,2,At-Risk
15722.0,36,5,2211.21,3374.0,3,4,5,At-Risk
15723.0,365,1,190.7,870.0,1,2,1,At-Risk
15724.0,201,2,218.25,1987.0,1,3,1,At-Risk
15725.0,15,1,415.25,871.0,4,2,2,At-Risk
15727.0,17,7,5159.06,3712.0,4,5,5,Loyal
15729.0,213,1,85.0,872.0,1,2,1,At-Risk
15730.0,66,3,1120.88,2604.0,3,4,4,At-Risk
15732.0,212,2,294.12,1988.0,1,3,2,At-Risk
15733.0,283,1,162.3,873.0,1,2,1,At-Risk
15734.0,115,2,1339.45,1989.0,2,3,4,At-Risk
15737.0,15,8,1188.1200000000001,3840.0,4,5,4,Loyal
15738.0,19,16,4812.42,4180.0,4,5,5,Loyal
15739.0,66,1,449.12,874.0,3,2,2,At-Risk
15740.0,49,1,154.88,875.0,3,2,1,At-Risk
15743.0,16,4,775.96,3082.0,4,4,3,Loyal
15744.0,78,1,34.8,876.0,2,2,1,At-Risk
15745.0,19,4,1094.59,3083.0,4,4,4,Loyal
15746.0,134,1,196.88,877.0,2,2,1,At-Risk
15747.0,13,3,946.64,2605.0,5,4,4,Loyal
15748.0,40,1,144.36,878.0,3,2,1,At-Risk
15749.0,235,3,44534.3,2606.0,1,4,5,At-Risk
15750.0,3,8,2463.05,3841.0,5,5,5,High Value
15752.0,40,7,2626.6,3713.0,3,5,5,At-Risk
15753.0,305,1,79.2,879.0,1,2,1,At-Risk
15754.0,51,3,458.57,2607.0,3,4,2,At-Risk
15755.0,10,6,2364.25,3565.0,5,5,5,High Value
15756.0,61,4,528.01,3084.0,3,4,3,At-Risk
15757.0,66,2,714.42,1990.0,3,3,3,At-Risk
15758.0,25,1,205.25,880.0,4,2,1,At-Risk
15759.0,218,3,253.04,2608.0,1,4,2,At-Risk
15762.0,65,2,583.75,1991.0,3,3,3,At-Risk
15763.0,32,2,1086.92,1992.0,4,3,4,At-Risk
15764.0,88,6,3279.97,3566.0,2,5,5,At-Risk
15766.0,64,1,315.06,881.0,3,2,2,At-Risk
15768.0,116,3,621.8299999999999,2609.0,2,4,3,At-Risk
15769.0,7,26,56252.72,4275.0,5,5,5,High Value
15773.0,6,1,635.6800000000001,882.0,5,2,3,At-Risk
15774.0,69,1,270.8,883.0,3,2,2,At-Risk
15775.0,245,1,104.9,884.0,1,2,1,At-Risk
15776.0,133,1,241.62,885.0,2,2,1,At-Risk
15777.0,241,4,1047.11,3085.0,1,4,4,At-Risk
15780.0,184,3,475.28000000000003,2610.0,1,4,2,At-Risk
15781.0,25,3,345.46,2611.0,4,4,2,Loyal
15782.0,10,3,2614.7400000000002,2612.0,5,4,5,Loyal
15783.0,11,1,246.3,886.0,5,2,2,At-Risk
15785.0,33,5,2328.9700000000003,3375.0,4,4,5,Loyal
15786.0,46,3,4919.0,2613.0,3,4,5,At-Risk
15787.0,26,3,933.26,2614.0,4,4,4,Loyal
15789.0,358,1,351.3,887.0,1,2,2,At-Risk
15790.0,10,1,218.75,888.0,5,2,1,At-Risk
15791.0,44,2,1612.69,1993.0,3,3,4,At-Risk
15793.0,15,3,965.61,2615.0,4,4,4,Loyal
15795.0,150,1,610.01,889.0,2,2,3,At-Risk
15796.0,1,8,2707.61,3842.0,5,5,5,High Value
15797.0,113,3,2192.4,2616.0,2,4,5,At-Risk
15799.0,76,3,884.14,2617.0,2,4,3,At-Risk
15800.0,107,2,696.89,1994.0,2,3,3,At-Risk
15801.0,46,3,1063.95,2618.0,3,4,4,At-Risk
15803.0,51,1,415.82000000000005,890.0,3,2,2,At-Risk
15804.0,1,13,4206.39,4118.0,5,5,5,High Value
15805.0,23,17,5488.18,4194.0,4,5,5,Loyal
15806.0,46,3,784.58,2619.0,3,4,3,At-Risk
15807.0,50,3,903.9,2620.0,3,4,3,At-Risk
15808.0,306,4,3651.27,3086.0,1,4,5,At-Risk
15809.0,36,5,515.77,3376.0,3,4,3,At-Risk
15810.0,79,4,1391.98,3087.0,2,4,4,At-Risk
15811.0,22,6,2218.62,3567.0,4,5,5,Loyal
15812.0,107,5,1801.14,3377.0,2,4,4,At-Risk
15813.0,208,2,1303.9099999999999,1995.0,1,3,4,At-Risk
15814.0,17,4,1945.33,3088.0,4,4,4,Loyal
15815.0,64,5,2100.6,3378.0,3,4,5,At-Risk
15819.0,49,4,1905.45,3089.0,3,4,4,At-Risk
15820.0,320,1,206.98,891.0,1,2,1,At-Risk
15821.0,44,2,570.96,1996.0,3,3,3,At-Risk
15822.0,3,2,885.47,1997.0,5,3,3,At-Risk
15825.0,172,1,532.94,892.0,2,2,3,At-Risk
15826.0,56,3,1654.31,2621.0,3,4,4,At-Risk
15827.0,73,14,1836.0900000000001,4139.0,2,5,4,At-Risk
15829.0,99,2,636.14,1998.0,2,3,3,At-Risk
15830.0,38,1,576.0,893.0,3,2,3,At-Risk
15831.0,58,3,794.64,2622.0,3,4,3,At-Risk
15832.0,254,1,836.79,894.0,1,2,3,At-Risk
15834.0,70,4,2222.65,3090.0,3,4,5,At-Risk
15835.0,44,4,954.09,3091.0,3,4,4,At-Risk
15836.0,50,1,137.37,895.0,3,2,1,At-Risk
15837.0,65,1,391.98,896.0,3,2,2,At-Risk
15838.0,11,19,33643.08,4222.0,5,5,5,High Value
15839.0,33,3,1048.49,2623.0,4,4,4,Loyal
15840.0,59,2,355.56,1999.0,3,3,2,At-Risk
15841.0,73,4,1224.06,3092.0,2,4,4,At-Risk
15843.0,304,1,118.95000000000002,897.0,1,2,1,At-Risk
15844.0,46,1,130.73999999999998,898.0,3,2,1,At-Risk
15845.0,18,8,3711.77,3843.0,4,5,5,Loyal
15847.0,38,2,389.27,2000.0,3,3,2,At-Risk
15850.0,19,2,234.88,2001.0,4,3,1,At-Risk
15852.0,187,2,160.71,2002.0,1,3,1,At-Risk
15853.0,52,1,110.8,899.0,3,2,1,At-Risk
15854.0,4,12,2969.12,4083.0,5,5,5,High Value
15855.0,137,5,712.24,3379.0,2,4,3,At-Risk
15856.0,4,27,16142.380000000001,4282.0,5,5,5,High Value
15857.0,19,1,297.0,900.0,4,2,2,At-Risk
15858.0,16,5,1427.57,3380.0,4,4,4,Loyal
15860.0,41,8,965.16,3844.0,3,5,4,At-Risk
15861.0,12,8,3146.92,3845.0,5,5,5,High Value
15862.0,8,4,832.88,3093.0,5,4,3,Loyal
15863.0,26,2,68.84,2003.0,4,3,1,At-Risk
15864.0,22,6,1936.3200000000002,3568.0,4,5,4,Loyal
15865.0,41,3,895.13,2624.0,3,4,3,At-Risk
15866.0,101,1,211.89,901.0,2,2,1,At-Risk
15867.0,5,15,3803.6,4167.0,5,5,5,High Value
15869.0,277,2,149.64,2004.0,1,3,1,At-Risk
15870.0,33,1,351.44,902.0,4,2,2,At-Risk
15872.0,15,2,316.25,2005.0,4,3,2,At-Risk
15874.0,64,7,4405.88,3714.0,3,5,5,At-Risk
15877.0,2,2,490.33,2006.0,5,3,3,At-Risk
15880.0,369,1,329.03000000000003,903.0,1,2,2,At-Risk
15881.0,312,5,501.39000000000004,3381.0,1,4,3,At-Risk
15882.0,199,4,514.08,3094.0,1,4,3,At-Risk
15883.0,2,2,396.48,2007.0,5,3,2,At-Risk
15885.0,93,1,349.35,904.0,2,2,2,At-Risk
15886.0,60,1,181.09,905.0,3,2,1,At-Risk
15888.0,81,1,162.64,906.0,2,2,1,At-Risk
15889.0,157,2,400.77,2008.0,2,3,2,At-Risk
15891.0,227,1,509.13,907.0,1,2,3,At-Risk
15894.0,253,2,257.6,2009.0,1,3,2,At-Risk
15895.0,150,1,179.17,908.0,2,2,1,At-Risk
15897.0,194,2,208.59,2010.0,1,3,1,At-Risk
15898.0,1,5,1383.83,3382.0,5,4,4,Loyal
15899.0,369,1,56.25,909.0,1,2,1,At-Risk
15900.0,24,1,337.28,910.0,4,2,2,At-Risk
15901.0,17,3,349.75,2625.0,4,4,2,Loyal
15903.0,10,7,5126.76,3715.0,5,5,5,High Value
15904.0,8,1,164.68,911.0,5,2,1,At-Risk
15906.0,20,7,1567.69,3716.0,4,5,4,Loyal
15907.0,4,3,881.87,2626.0,5,4,3,Loyal
15909.0,174,1,191.94,912.0,2,2,1,At-Risk
15910.0,1,8,1228.88,3846.0,5,5,4,High Value
15912.0,178,2,264.62,2011.0,2,3,2,At-Risk
15916.0,16,8,1502.8600000000001,3847.0,4,5,4,Loyal
15917.0,248,1,123.1,913.0,1,2,1,At-Risk
15918.0,191,2,334.23,2012.0,1,3,2,At-Risk
15919.0,20,2,525.69,2013.0,4,3,3,At-Risk
15920.0,154,3,163.55,2627.0,2,4,1,At-Risk
15921.0,173,1,323.03000000000003,914.0,2,2,2,At-Risk
15922.0,373,1,369.5,915.0,1,2,2,At-Risk
15923.0,373,1,127.08,916.0,1,2,1,At-Risk
15925.0,194,1,207.15,917.0,1,2,1,At-Risk
15930.0,67,1,426.63,918.0,3,2,2,At-Risk
15932.0,4,8,2495.87,3848.0,5,5,5,High Value
15933.0,21,3,1107.46,2628.0,4,4,4,Loyal
15935.0,239,1,108.03999999999999,919.0,1,2,1,At-Risk
15937.0,64,1,145.35,920.0,3,2,1,At-Risk
15938.0,112,5,404.58,3383.0,2,4,2,At-Risk
